"status","duration","credit_history","purpose","credit_amount","savings_account","employment","installment_rate","personal_status","guarantors","residence_since","property","age","installment_plans","housing","num_credits","job","dependents","telephone","foreign_worker","assessment"
"no_account",36,"current_credits_paid","new_car",909,"good_savings","7_or_more_yrs",4,"male_single","none",4,"insurance",36,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",6,"current_credits_paid","furniture",2978,"good_savings","1_to_4yrs",1,"male_single","none",2,"car_or_other",32,"none","own",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",18,"current_credits_paid","furniture",1131,"low_savings","unemployed",4,"female_divorced","none",2,"car_or_other",33,"none","own",1,"skilled_employee",1,"none","yes","bad"
"small_balance",11,"current_credits_paid","furniture",1577,"high_savings","less_than_1yr",4,"female_divorced","none",1,"real_estate",20,"none","own",1,"skilled_employee",1,"none","yes","good"
"no_account",24,"current_credits_paid","furniture",3972,"low_savings","4_to_7yrs",2,"female_divorced","none",4,"insurance",25,"none","rent",1,"skilled_employee",1,"registered","yes","good"
"small_balance",24,"critical_account","business",1935,"low_savings","7_or_more_yrs",4,"male_divorced","none",4,"real_estate",31,"none","own",2,"skilled_employee",1,"registered","yes","bad"
"negative_balance",15,"no_credits","new_car",950,"low_savings","7_or_more_yrs",4,"male_single","none",3,"car_or_other",33,"none","rent",2,"skilled_employee",2,"none","yes","bad"
"no_account",12,"current_credits_paid","furniture",763,"low_savings","1_to_4yrs",4,"female_divorced","none",1,"real_estate",26,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",24,"past_delay","furniture",2064,"low_savings","unemployed",3,"female_divorced","none",2,"insurance",34,"none","own",1,"management",1,"registered","yes","bad"
"small_balance",8,"current_credits_paid","electronics",1414,"low_savings","1_to_4yrs",4,"male_single","guarantor",2,"real_estate",33,"none","own",1,"skilled_employee",1,"none","no","good"
"negative_balance",21,"past_delay","education",3414,"low_savings","less_than_1yr",2,"male_single","none",1,"insurance",26,"none","own",2,"skilled_employee",1,"none","yes","bad"
"no_account",30,"all_paid","used_car",7485,"unknown_savings","unemployed",4,"female_divorced","none",1,"real_estate",53,"bank","own",1,"management",1,"registered","yes","bad"
"negative_balance",12,"current_credits_paid","furniture",2577,"low_savings","1_to_4yrs",2,"male_divorced","none",1,"car_or_other",42,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",6,"critical_account","electronics",338,"good_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",52,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",12,"current_credits_paid","electronics",1963,"low_savings","4_to_7yrs",4,"male_single","none",2,"car_or_other",31,"none","rent",2,"management",2,"registered","yes","good"
"negative_balance",21,"critical_account","new_car",571,"low_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",65,"none","own",2,"skilled_employee",1,"none","yes","good"
"no_account",36,"past_delay","business",9572,"low_savings","less_than_1yr",1,"male_divorced","none",1,"car_or_other",28,"none","own",2,"skilled_employee",1,"none","yes","bad"
"small_balance",36,"past_delay","business",4455,"low_savings","1_to_4yrs",2,"male_divorced","none",2,"real_estate",30,"stores","own",2,"management",1,"registered","yes","bad"
"negative_balance",21,"all_paid","new_car",1647,"unknown_savings","1_to_4yrs",4,"male_single","none",2,"insurance",40,"none","own",2,"unskilled_resident",2,"none","yes","bad"
"no_account",24,"critical_account","furniture",3777,"high_savings","1_to_4yrs",4,"male_single","none",4,"real_estate",50,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",18,"critical_account","new_car",884,"low_savings","7_or_more_yrs",4,"male_single","none",4,"car_or_other",36,"bank","own",1,"skilled_employee",2,"registered","yes","bad"
"no_account",15,"critical_account","electronics",1360,"low_savings","1_to_4yrs",4,"male_single","none",2,"insurance",31,"none","own",2,"skilled_employee",1,"none","yes","good"
"small_balance",9,"all_paid","used_car",5129,"low_savings","7_or_more_yrs",2,"female_divorced","none",4,"no_property",74,"bank","free",1,"management",2,"registered","yes","bad"
"small_balance",16,"critical_account","new_car",1175,"low_savings","unemployed",2,"male_single","none",3,"car_or_other",68,"none","free",3,"unemployed",1,"registered","yes","good"
"negative_balance",12,"current_credits_paid","electronics",674,"moderate_savings","4_to_7yrs",4,"male_married","none",1,"insurance",20,"none","own",1,"skilled_employee",1,"none","yes","bad"
"small_balance",18,"no_credits","furniture",3244,"low_savings","1_to_4yrs",1,"female_divorced","none",4,"car_or_other",33,"bank","own",2,"skilled_employee",1,"registered","yes","good"
"no_account",24,"current_credits_paid","business",4591,"high_savings","1_to_4yrs",2,"male_single","none",3,"insurance",54,"none","own",3,"management",1,"registered","yes","bad"
"small_balance",48,"no_credits","business",3844,"moderate_savings","4_to_7yrs",4,"male_single","none",4,"no_property",34,"none","free",1,"unskilled_resident",2,"none","yes","bad"
"small_balance",27,"current_credits_paid","business",3915,"low_savings","1_to_4yrs",4,"male_single","none",2,"car_or_other",36,"none","own",1,"skilled_employee",2,"registered","yes","bad"
"no_account",6,"current_credits_paid","electronics",2108,"low_savings","4_to_7yrs",2,"male_married","none",2,"real_estate",29,"none","rent",1,"skilled_employee",1,"none","yes","good"
"small_balance",45,"current_credits_paid","electronics",3031,"moderate_savings","1_to_4yrs",4,"male_single","guarantor",4,"insurance",21,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"small_balance",9,"critical_account","education",1501,"low_savings","7_or_more_yrs",2,"female_divorced","none",3,"car_or_other",34,"none","own",2,"management",1,"registered","yes","bad"
"no_account",6,"critical_account","electronics",1382,"low_savings","1_to_4yrs",1,"female_divorced","none",1,"car_or_other",28,"none","own",2,"skilled_employee",1,"registered","yes","good"
"small_balance",12,"current_credits_paid","furniture",951,"moderate_savings","less_than_1yr",4,"female_divorced","none",4,"car_or_other",27,"bank","rent",4,"skilled_employee",1,"none","yes","bad"
"small_balance",24,"current_credits_paid","used_car",2760,"unknown_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",36,"bank","free",1,"skilled_employee",1,"registered","yes","good"
"small_balance",18,"past_delay","furniture",4297,"low_savings","7_or_more_yrs",4,"male_divorced","none",3,"no_property",40,"none","own",1,"management",1,"registered","yes","bad"
"no_account",9,"critical_account","education",936,"good_savings","7_or_more_yrs",4,"male_single","none",2,"car_or_other",52,"none","own",2,"skilled_employee",1,"registered","yes","good"
"negative_balance",12,"current_credits_paid","new_car",1168,"low_savings","1_to_4yrs",4,"male_married","none",3,"real_estate",27,"none","own",1,"unskilled_resident",1,"none","yes","good"
"no_account",27,"past_delay","business",5117,"low_savings","4_to_7yrs",3,"male_single","none",4,"car_or_other",26,"none","own",2,"skilled_employee",1,"none","yes","good"
"negative_balance",12,"current_credits_paid","retraining",902,"low_savings","4_to_7yrs",4,"male_married","none",4,"insurance",21,"none","rent",1,"skilled_employee",1,"none","yes","bad"
"no_account",12,"critical_account","new_car",1495,"low_savings","7_or_more_yrs",4,"male_single","none",1,"real_estate",38,"none","own",2,"unskilled_resident",2,"none","yes","good"
"negative_balance",30,"critical_account","used_car",10623,"low_savings","7_or_more_yrs",3,"male_single","none",4,"no_property",38,"none","free",3,"management",2,"registered","yes","good"
"no_account",12,"critical_account","furniture",1935,"low_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",43,"none","own",3,"skilled_employee",1,"registered","yes","good"
"small_balance",12,"critical_account","appliances",1424,"low_savings","4_to_7yrs",4,"male_single","none",3,"insurance",26,"none","own",1,"skilled_employee",1,"none","yes","good"
"negative_balance",24,"current_credits_paid","business",6568,"low_savings","1_to_4yrs",2,"male_married","none",2,"car_or_other",21,"stores","own",1,"unskilled_resident",1,"none","yes","good"
"no_account",12,"current_credits_paid","used_car",1413,"high_savings","4_to_7yrs",3,"male_single","none",2,"insurance",55,"none","own",1,"skilled_employee",1,"none","no","good"
"no_account",9,"critical_account","electronics",3074,"unknown_savings","1_to_4yrs",1,"male_single","none",2,"real_estate",33,"none","own",2,"skilled_employee",2,"none","yes","good"
"no_account",36,"current_credits_paid","electronics",3835,"unknown_savings","7_or_more_yrs",2,"female_divorced","none",4,"real_estate",45,"none","own",1,"unskilled_resident",1,"registered","yes","good"
"negative_balance",27,"no_credits","business",5293,"low_savings","unemployed",2,"male_single","none",4,"insurance",50,"stores","own",2,"skilled_employee",1,"registered","yes","bad"
"large_balance",30,"past_delay","business",1908,"low_savings","7_or_more_yrs",4,"male_single","none",4,"real_estate",66,"none","own",1,"management",1,"registered","yes","bad"
"no_account",36,"critical_account","electronics",3342,"unknown_savings","7_or_more_yrs",4,"male_single","none",2,"car_or_other",51,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",6,"critical_account","retraining",932,"unknown_savings","4_to_7yrs",1,"female_divorced","none",3,"insurance",39,"none","own",2,"unskilled_resident",1,"none","yes","good"
"negative_balance",18,"no_credits","business",3104,"low_savings","4_to_7yrs",3,"male_single","none",1,"insurance",31,"bank","own",1,"skilled_employee",1,"registered","yes","good"
"large_balance",36,"current_credits_paid","electronics",3913,"low_savings","1_to_4yrs",2,"male_single","none",2,"real_estate",23,"none","own",1,"skilled_employee",1,"registered","yes","good"
"negative_balance",24,"current_credits_paid","furniture",3021,"low_savings","1_to_4yrs",2,"male_divorced","none",2,"real_estate",24,"none","rent",1,"unskilled_resident",1,"none","yes","good"
"no_account",10,"current_credits_paid","new_car",1364,"low_savings","1_to_4yrs",2,"female_divorced","none",4,"car_or_other",64,"none","own",1,"skilled_employee",1,"registered","yes","good"
"small_balance",12,"current_credits_paid","electronics",625,"low_savings","less_than_1yr",4,"male_married","guarantor",1,"real_estate",26,"bank","own",1,"unskilled_resident",1,"none","yes","good"
"negative_balance",12,"current_credits_paid","education",1200,"unknown_savings","1_to_4yrs",4,"female_divorced","none",4,"insurance",23,"bank","rent",1,"skilled_employee",1,"registered","yes","good"
"no_account",12,"current_credits_paid","electronics",707,"low_savings","1_to_4yrs",4,"male_single","none",2,"real_estate",30,"bank","own",2,"skilled_employee",1,"none","yes","good"
"no_account",24,"past_delay","business",2978,"unknown_savings","1_to_4yrs",4,"male_single","none",4,"real_estate",32,"none","own",2,"skilled_employee",2,"registered","yes","good"
"no_account",15,"current_credits_paid","used_car",4657,"low_savings","1_to_4yrs",3,"male_single","none",2,"car_or_other",30,"none","own",1,"skilled_employee",1,"registered","yes","good"
"no_account",36,"no_credits","repairs",2613,"low_savings","1_to_4yrs",4,"male_single","none",2,"car_or_other",27,"none","own",2,"skilled_employee",1,"none","yes","good"
"small_balance",48,"current_credits_paid","electronics",10961,"high_savings","4_to_7yrs",1,"male_single","co_applicant",2,"no_property",27,"bank","own",2,"skilled_employee",1,"registered","yes","bad"
"negative_balance",12,"current_credits_paid","furniture",7865,"low_savings","7_or_more_yrs",4,"male_single","none",4,"no_property",53,"none","free",1,"management",1,"registered","yes","bad"
"no_account",9,"current_credits_paid","electronics",1478,"low_savings","4_to_7yrs",4,"male_single","none",2,"car_or_other",22,"none","own",1,"skilled_employee",1,"none","yes","bad"
"negative_balance",24,"current_credits_paid","furniture",3149,"low_savings","less_than_1yr",4,"male_single","none",1,"no_property",22,"bank","free",1,"skilled_employee",1,"none","yes","good"
"large_balance",36,"current_credits_paid","electronics",4210,"low_savings","1_to_4yrs",4,"male_single","none",2,"car_or_other",26,"none","own",1,"skilled_employee",1,"none","yes","bad"
"no_account",9,"current_credits_paid","new_car",2507,"good_savings","7_or_more_yrs",2,"male_single","none",4,"no_property",51,"none","free",1,"unskilled_resident",1,"none","yes","good"
"no_account",12,"current_credits_paid","electronics",2141,"moderate_savings","4_to_7yrs",3,"male_single","none",1,"no_property",35,"none","own",1,"skilled_employee",1,"none","yes","good"
"small_balance",18,"current_credits_paid","electronics",866,"low_savings","1_to_4yrs",4,"male_married","guarantor",2,"real_estate",25,"none","own",1,"unskilled_resident",1,"none","yes","good"
"no_account",4,"critical_account","electronics",1544,"low_savings","4_to_7yrs",2,"male_single","none",1,"real_estate",42,"none","own",3,"unskilled_resident",2,"none","yes","good"
"negative_balance",24,"current_credits_paid","electronics",1823,"low_savings","unemployed",4,"male_single","none",2,"car_or_other",30,"stores","own",1,"management",2,"none","yes","bad"
"small_balance",6,"current_credits_paid","new_car",14555,"unknown_savings","unemployed",1,"male_single","none",2,"insurance",23,"none","own",1,"unemployed",1,"registered","yes","bad"
"small_balance",21,"current_credits_paid","business",2767,"moderate_savings","7_or_more_yrs",4,"male_divorced","none",2,"car_or_other",61,"bank","rent",2,"unskilled_resident",1,"none","yes","bad"
"no_account",12,"critical_account","electronics",1291,"low_savings","1_to_4yrs",4,"female_divorced","none",2,"insurance",35,"none","own",2,"skilled_employee",1,"none","yes","good"
"negative_balance",30,"current_credits_paid","electronics",2522,"low_savings","7_or_more_yrs",1,"male_single","guarantor",3,"insurance",39,"none","own",1,"skilled_employee",2,"none","yes","good"
"negative_balance",24,"current_credits_paid","new_car",915,"unknown_savings","7_or_more_yrs",4,"female_divorced","none",2,"car_or_other",29,"bank","own",1,"skilled_employee",1,"none","yes","bad"
